,ID,cell,AbsoluteC,mean_shift_clusters
446,SO4HCOtexInt,Astrocyte,0.0008543816498858241,0
447,SPODMm,Astrocyte,0.6599847594465803,1
448,SSALxm,Astrocyte,0.8583873607229145,1
449,SUCCt2m,Astrocyte,0.0107494022303258,0
450,SUCD1m,Astrocyte,0.0016775528724383,0
451,SUCOAS1m,Astrocyte,0.0216056609307338,0
452,SUCOASm,Astrocyte,0.0629060783368319,0
453,SULFOX,Astrocyte,0.0208196471155174,0
454,T2M26DCOAHLm,Astrocyte,0.1438540057888914,0
455,T4HCINNMFM,Astrocyte,0.1549810233857091,0
456,TALA,Astrocyte,0.00061533940367455,0
457,TCYNTt,Astrocyte,0.0636087950021314,0
